PREDICATION_ID,PMID,PREDICATE,INDICATOR_TYPE,PREDICATE_START_INDEX,PREDICATE_END_INDEX,SUBJECT_TEXT,SUBJECT_SEMTYPE,SUBJECT_START_INDEX,SUBJECT_END_INDEX,SUBJECT_SCORE,SUBJECT_DIST,SUBJECT_MAXDIST,SUBJECT_CUI,SUBJECT_NOVELTY,OBJECT_TEXT,OBJECT_SEMTYPE,OBJECT_START_INDEX,OBJECT_END_INDEX,OBJECT_SCORE,OBJECT_DIST,OBJECT_MAXDIST,OBJECT_CUI,OBJECT_NOVELTY,TYPE,SENTENCE,LABEL
P3180,7057450,INTERACTS_WITH,VERB,3211,3221,proline,aapp,3151,3158,1000,3,6,C0033382,1,beta-alanine,aapp,3222,3234,1000,1,1,C0000392,1,ab,"We conclude that two systems mediate uptake of proline and       MeAIB, and that one of these systems also transports beta-alanine.",n
P3181,2450239,STIMULATES,ADJ,1313,1320,anipamil,orch,1118,1126,1000,7,9,C0051916,1,creatine phosphate,gngm,1385,1403,1000,2,3,C0031634,1,ab,"Pretreatment for 3 days with anipamil (20 mg/kg), a long-acting calcium       channel blocker, attenuated the reperfusion-induced Ca2+ gain after 30 min of       global ischemia, and reduced (p less than 0.001) the nicotine-induced       exacerbation of that gain, without altering tissue ATP or creatine phosphate       (CP).",n
P3182,8839936,INTERACTS_WITH,VERB,1400,1409,FR,aapp,1394,1396,852,1,2,C0060615,1,folates,orch,1462,1469,1000,2,2,C0178638,1,ab,"Finally, a critically       important role of human placental FR in mediating maternal-to-fetal       transplacental transport of folates has been established.",y
P3183,1628160,INTERACTS_WITH,NOM,2177,2183,L-arginine,aapp,2108,2118,1000,2,5,C0003765,1,endothelin-1,aapp,2187,2199,1000,1,2,C0079281,1,ab,"The data indicate that NO generated de novo from L-arginine       mediates a significant component of the vasodilator effect of endothelin-1 in the       anaesthetized, ganglion-blocked SH rat.",n
P3184,2207626,INTERACTS_WITH,NOM,352,359,enkephalinase,aapp,390,403,1000,2,11,C0025250,1,SCH-32615,aapp,363,372,1000,1,11,C0074147|4771,1,ab,"The local effects of SCH-32615, an inhibitor of enkephalinase (EC 3.4.24.11) on       the hot-plate (HP) and tail-flick (TF) responses were examined following       unilateral intracerebral microinjection into the periaqueductal brain (PAG), the       medial ventral medulla (VM) and bilateral microinjection into the amygdala (AM)       of the rat.",y
P3185,6849982,INTERACTS_WITH,ADJ,1079,1088,amino acid,aapp,1015,1025,901,2,2,C0002520,1,peptide,aapp,1194,1201,1000,3,3,C0030956,1,ab,"More       interestingly, however, the third amino acid, which was found in earlier studies       to be less sensitive to exchange, has now been deleted as well as duplicated with       only a modest loss of activity of the peptide.",n
P3186,7275004,INTERACTS_WITH,NOM,233,243,esters,orch,203,209,728,2,3,C0014898,1,chymotrypsin,aapp,264,276,1000,1,2,C0008742,1,ti,[Synthesis of omega-carboxyacyl-L-phenylalanine-aryl esters and their use as       substrates for cathepsin G and chymotrypsin].,y
P3187,3606126,STIMULATES,VERB,1492,1500,Ethanol,orch,1466,1473,1000,1,1,C0001962,1,phospholipase C,gngm,1519,1534,865,1,2,C0031669,1,ab,Ethanol is known to       activate hormone-sensitive phospholipase C in intact rat hepatocytes.,y
P3188,3917908,INTERACTS_WITH,NOM,1794,1803,pregnenolone,horm,1758,1770,1000,1,7,C0373704,1,sterol,strd,1787,1793,623,0,7,C0038323,1,ab,The effects of insulin were to increase the       biosynthesis of progesterone from available pregnenolone and increase the       production of pregnenolone from endogenous sterol substrate.,n
P3189,2002636,INTERACTS_WITH,NOM,1648,1654,VP,phsu,1735,1737,1000,4,7,C0003779,1,water,inch,1683,1688,818,1,7,C0043047,1,ab,"Thus, pharmacological doses of CPM added to the       peritubular side have a direct effect on terminal IMCD increasing water and urea       permeability in the absence of VP, but this drug does not potentiate the       VP-stimulated water transport in the IMCD.",y
P3190,2452456,STIMULATES,INFER,336,387,Gamma-vinyl GABA,aapp,336,352,1000,0,0,C0048044,1,GABA,gngm,418,422,1000,0,0,C0016904,1,ab,Gamma-vinyl GABA (GVG) is a new anticonvulsant drug that enhances levels of       GABA in the brain by irreversibly inhibiting GABA transaminase.,y
P3191,6328536,STIMULATES,VERB,351,360,pyridoxal       kinase,aapp,327,349,1000,1,4,C0034265,1,pyridoxal phosphate,orch,378,397,1000,2,5,C0034266,1,ab,"At physiological concentrations, zinc stimulates the activity of pyridoxal       kinase, enhancing the formation of pyridoxal phosphate, which in turn enhances       the activity of glutamic acid decarboxylase.",y
P3192,3020567,STIMULATES,ADJ,1717,1726,Na+-K+-ATPase,aapp,1731,1744,916,2,3,C0001479,1,inorganic phosphate,inch,1843,1862,884,4,4,C0031603,1,ab,The effects of oxyvanadium (2 X 10(-4) M) on       Mg+2-dependent and Na+-K+-ATPase activities in a renal microsomal preparation       were then evaluated through the measurement of inorganic phosphate generation.,n
P3193,1976780,INTERACTS_WITH,VERB,790,800,oxidase,aapp,753,760,757,1,7,C0242417,1,benzylamine,orch,801,812,1000,1,2,C0005106,1,ab,"MA metabolism was found to be inhibited       almost completely by 1 mM semicarbazide, but virtually unaffected by 0.1 mM       clorgyline, suggesting that MA is a substrate for the semicarbazide-sensitive       amino oxidase (SSAO) activities which also metabolize benzylamine (BZ) in these       sources.",n
P3194,8843142,INTERACTS_WITH,NOM,656,663,water,inch,799,804,1000,6,11,C0043047,1,mianserin,orch,691,700,1000,1,11,C0025912,1,ab,"The binding constants of trimipramine, mianserin, and       thioridazine with beta-CD were determined in the following five solvent systems:       water, 6 M urea in water, FA, NMF, and DMF.",n
P3195,2649101,STIMULATES,VERB,185,195,Transforming growth factor-beta,aapp,153,184,1000,1,1,C0040690,1,endothelin,gngm,214,224,888,2,3,C0079284,1,ti,Transforming growth factor-beta stimulates the expression of endothelin mRNA by       vascular endothelial cells.,y
P3196,2877824,INHIBITS,NOM,339,348,alanine,aapp,306,313,1000,2,4,C0001898,1,alanine racemase,aapp,362,378,901,1,6,C0001900,1,ab,"The antibacterial agent fludalanine [2-2H-3-fluoro-D-alanine (DFA)] is a potent       inhibitor of bacterial alanine racemase, an enzyme required for the generation of       D-alanine, an essential component of the bacterial cell wall.",n
P3197,6141123,INTERACTS_WITH,NOM,311,320,tryptophan,aapp,552,562,888,12,13,C0041249,1,lithium carbonate,inch,355,372,1000,1,13,C0085217,1,ab,"The influence of chlorpromazine, reserpine, and lithium carbonate upon the       induction of the tyrosine aminotransferase (TAT) in the rat liver of normal and       adrenalectomized animals as well as in the presence of nicotinamide,       DL-tryptophan, and L-methionine was studied.",y
P3198,9099688,STIMULATES,VERB,790,799,progesterone,horm,809,821,1000,1,4,C0033308,1,alanine,gngm,744,751,861,2,7,C0001898,1,ab,"To investigate the molecular mechanism of ligand-independent       activation, chicken progesterone receptor mutants in which either one or all four       of the previously identified phosphorylation sites have been changed to       nonphosphorylatable alanine were analyzed for their ability to be activated by       progesterone, 8-bromoadenosine 3':5'-cyclic monophosphate, or a dopamine agonist,       SKF82958.",n
P3199,6337638,INHIBITS,NOM,1265,1275,p-nitrophenyl p'-guanidinobenzoate,orch,1327,1361,1000,3,9,C0048587,1,trypsin,gngm,1286,1293,888,1,9,C0041236,1,ab,"The theory and method which are applicable to a wide variety of enzymes are       verified by analysis of the inhibition of bovine trypsin by three model       inhibitors, p-nitrophenyl p'-guanidinobenzoate, soybean trypsin inhibitor and       alpha-1-proteinase inhibitor as well as by human antithrombin III in the presence       of heparin and by bovine pancreatic trypsin inhibitor.",y
P3200,1552290,STIMULATES,VERB,485,494,Ig,aapp,505,507,861,1,1,C0021027,1,IgE,gngm,450,453,1000,2,8,3497,1,ab,"We have examined the contributions of Interleukin 4 (IL-4), IL-5, and other       stimuli to the expression of Immunoglobulin G1 (IgG1) and IgE in murine B       lymphoblasts activated with anti-Ig.",n
P3201,909949,INTERACTS_WITH,NOM,143,150,cholera enterotoxin,aapp,154,173,1000,1,4,C0116227,1,water,inch,195,200,802,2,4,C0043047,1,ti,Effects of cholera enterotoxin on intestinal tissue water as measured by nuclear       magnetic resonance (NMR) spectroscopy: II.,y
P3202,9623527,STIMULATES,VERB,829,837,NO3,gngm,798,801,1000,2,2,C0919442|4681,1,water,inch,849,854,888,1,7,C0043047,1,ab,"NO3- and SO4(2-) were somewhat elevated in our tap water (22.2+/-7.6       and 21.8+/-11.3 mg/l) but decreased (P<0.001) after 2RO (1.4+/-1.5 and 0.9+/-1.1       mg/l); the other anions, which were at a very low level, remained unchanged.",n
P3203,7838316,INTERACTS_WITH,VERB,193,202,kainate receptors,aapp,172,189,1000,1,4,C0064219,1,glutamate,aapp,203,212,1000,1,4,C0220839,1,ti,"Role of NMDA, AMPA and kainate receptors in mediating glutamate- and 4-AP-induced       dopamine and acetylcholine release from rat striatal slices.",n
P3204,2932159,INTERACTS_WITH,NOM,339,348,alcohol dehydrogenase,aapp,387,408,901,2,6,C0001942,1,ethanol,orch,352,359,1000,1,6,C0001962,1,ab,"The rate constant for the hydride transfer step during oxidation of ethanol by       carboxymethylated alcohol dehydrogenase (alcohol: NAD+ oxidoreductase, EC       1.1.1.1) is dependent on a group with pKa 7.5.",y
P3205,2119931,INHIBITS,COMPLEX,1296,1319,IMIg,aapp,1199,1203,1000,0,0,C0021027,1,Fc       receptors,aapp,1385,1403,827,0,0,C0034805,1,ab,"This       correlated with the higher concentration of IgG polymers in IMIg, and we suggest       therefore that the mechanism of action of this material is due to the inhibitory       effect of its polymeric IgG fraction on low affinity monocyte/phagocyte Fc       receptors.",y
P3206,7629697,INTERACTS_WITH,NOM,159,169,estrogen,horm,173,181,802,3,4,C0014939,1,Melatonin,horm,149,158,694,0,0,C0025219,1,ti,"Melatonin modulation of estrogen-regulated proteins, growth factors, and       proto-oncogenes in human breast cancer.",y
P3207,1343845,INTERACTS_WITH,NOM,149,159,L-alanine,aapp,268,277,1000,3,4,C0001898,1,M2-type pyruvate kinase,aapp,163,186,1000,1,4,C0079782,1,ti,"Regulation of M2-type pyruvate kinase from human meningioma by allosteric       effectors fructose 1,6 diphosphate and L-alanine.",y
P3208,2864324,INTERACTS_WITH,VERB,1216,1222,5-HTP,aapp,1209,1214,1000,1,4,C0000578,1,calcitonin,aapp,1223,1233,888,1,3,C0006668,1,ab,"The results indicate that       serotonin and its direct precursor, 5-HTP, affect calcitonin secretion by rat       thyroid C cells by distinct mechanisms.",y
P3209,7325995,INTERACTS_WITH,NOM,562,573,nitrobenzene,orch,594,606,812,1,5,C0028144,1,glutathione,aapp,550,561,888,0,4,C0017817,1,ab,"Sexual       differentiation of glutathione S-transferase activities is not evident during the       prepubertal period, but glutathione conjugation with 1,2-dichloro-4-nitrobenzene       is 2-3-fold greater in adult males than in females.",y
P3210,1984662,INTERACTS_WITH,VERB,859,864,peptide,aapp,810,817,1000,1,1,C0030956,1,polypeptide,aapp,907,918,766,1,1,C1305923,1,ab,Both peptide and monoclonal anti-WHV pol-1 also       bound a recombinant DNA-produced WHV polymerase polypeptide.,y
P3211,7535818,STIMULATES,VERB,1635,1644,TGF-beta,aapp,1626,1634,1000,1,1,C0040690,1,IL-1 beta,gngm,1680,1689,1000,2,4,C0021753,1,ab,"However, TGF-beta increased NO production synergistically with IL-1 beta       during the same culture period when it lost its growth-stimulatory effects.",n
P3212,8878434,STIMULATES,VERB,929,938,IGF-I,aapp,739,744,1000,1,3,C0021665,1,receptor gene,gngm,965,978,901,2,6,C1335671,1,ab,"Both insulin and IGF-I increased alpha1 receptor number;       also, these peptides increased expression of the alpha1D receptor gene with no       change in expression of the alpha1B receptor gene as detected by RNase protection       assays.",y
P3213,3873217,STIMULATES,NOM,1490,1500,trypsin,aapp,1523,1530,1000,2,8,C0041236,1,factor IX,gngm,1504,1513,1000,1,8,C0015491,1,ab,"Metal ions had no effect on the rate of activation of factor IX       by trypsin; however, metal ions had a profound effect on the rate at which       further incubation with trypsin inactivated factor IXa.",y
P3214,3130254,INTERACTS_WITH,NOM,301,310,procollagen III       peptide,aapp,418,447,861,6,10,C0443754,1,collagen,aapp,292,300,888,0,1,C0009325,1,ab,"The known shift in collagen synthesis from procollagen type I to type III in       patients with atherosclerosis, suggested measurement of serum procollagen III       peptide (PIIIP) levels in patients with coronary artery disease (CAD).",n
P3215,12060393,INHIBITS,NOM,1752,1762,fetuin,aapp,1697,1703,1000,1,2,C0002210,1,transforming growth factor-beta,aapp,1714,1745,659,0,2,C0040690,1,ab,"Next, a       neutralizing antibody and fetuin, a potent transforming growth factor-beta       antagonist was tested.",y
P3216,6536753,INHIBITS,NOM,539,549,angiotensin II,aapp,683,697,1000,6,12,C0003009,1,water,inch,562,567,623,1,12,C0043047,1,ab,"In addition, the centrally mediated inhibition of salt and water       excretion via the supraorbital salt glands, as well as vasoconstriction and       tachycardia, indicate that angiotensin II plays a major role as a central       modulator in the homeostasis of the volume of the extracellular fluid compartment       as well as its tonicity.",n
P3217,8760110,INHIBITS,NOM,876,886,aprotinin,aapp,922,931,861,2,5,C0003641,1,TGF-beta,aapp,901,909,928,1,5,C0040690,1,ab,Recovery of electrical resistance and [3H]mannitol flux was retarded by       inhibition of endogenous TGF-beta with either aprotinin or anti-TGF-beta       antibody; effects were restored by human recombinant TGF-beta1.,y
P3218,623048,STIMULATES,NOM,359,370,thiamin,orch,301,308,1000,1,3,C0039840,1,thiamin pyrophosphate,orch,331,352,861,0,3,C0039848,1,ab,Thiamin status usually is assessed by urinary excretion of thiamin or by       exogenous thiamin pyrophosphate (TPP) stimulation of erythrocyte transketolase       activity.,n
P3219,6230887,INTERACTS_WITH,NOM,1038,1045,ethanol,orch,1127,1134,1000,3,3,C0001962,1,stimulant,phsu,1016,1025,1000,0,1,C0304402,1,ab,"It has been shown to be without       stimulant or sedative effects, and there does not appear to be any additive       effect between zimeldine and ethanol.",n
P3220,8662936,STIMULATES,VERB,1681,1687,platelet-derived growth factor-BB,aapp,1595,1628,1000,1,3,C0246681,1,FR,gngm,1688,1690,861,1,2,C0016026,1,ab,"FGF-2, calf serum,       platelet-derived growth factor-BB, and phorbol 12-myristate 13-acetate can also       induce FR-19 mRNA levels.",y
P3221,6122168,INHIBITS,VERB,1703,1713,melatonin,horm,1664,1673,1000,2,2,C0025219,1,LH,gngm,1714,1716,1000,1,4,C0023607,1,ab,"As previously, melatonin (10-8 M)       significantly suppressed LH and FSH release by all concentrations of LHRH.",y
P3222,1610831,STIMULATES,VERB,278,286,aspartate       aminotransferase,aapp,215,247,888,2,5,C0004002,1,pyridoxal 5'-phosphate,orch,335,357,816,2,2,C0034266,1,ti,Role of Asp222 in the catalytic mechanism of Escherichia coli aspartate       aminotransferase: the amino acid residue which enhances the function of the       enzyme-bound coenzyme pyridoxal 5'-phosphate.,n
P3223,13755,INTERACTS_WITH,VERB,955,963,L-alanine,aapp,944,953,1000,1,25,C0001898,1,racemase,aapp,979,987,1000,1,13,C0034503,1,ab,"Enzymological studies of wild-type cultures and comparison with mutants       deficient in growth upon one or more isomers of alanine led to the following       conclusions: (i) utilisation of D-alanine involved its direct oxidation by an       inducible, membrane-bound, cytochrome-linked dehydrogenase; (ii) utilisation of       L-alanine required its conversion to the directly oxidisable D-form by a soluble       racemase; (iii) utilisation of beta-alanine, like L-alanine, involves both the       racemase and D-alanine dehydrogenase enzymes, but in addition must involve other       enzymes the identity of which is still speculative; (iv) P. aeruginosa, like       Escherichia coli, appears to take up D-alanine and L-alanine by means of two       specific permeases.",y
P3224,889846,INHIBITS,NOM,401,413,adenosylcobalamin,orch,512,529,1000,4,5,C0056039,1,glycerol dehydratase,gngm,436,456,901,1,5,C0061556,1,ab,The inactivation kinetics of vacterial glycerol dehydratase (EC 4.2.1.30) in the       course of its reaction with adenosylcobalamin (AdoCbl) and its analogs were       investigated.,y
