,id,sentence1,sentence2,label,split
1015,P4115,"these results indicate that activation of nadph oxidase by sds in intact neutrophils seems to be partly due to the same mechanism observed in cell-free activation, and that sds alone slightly activates the oxidase and other stimulation, such as hypotonic and/or pkc activator treatments, is required for significant activation.",oxidase stimulates nadph oxidase,0,train
1327,P4427,we find that the combination of the anti-proliferative effect of the cytokine tgf- beta and the inhibiting influence of il-10 on t cell activation are crucial controls for th2 populations.,tgf- beta interacts with il-10,0,train
1309,P4409,"arginine vasopressin (avp) and atrial natriuretic peptide (anp) have important influences on water and electrolyte metabolism, and studies on the interactions between these hormones may have important implications.",atrial natriuretic peptide interacts with water,1,train
2569,P5669,"[evaluation of liver function by determination of factor v, factor vii and prothrombin; effects of synkavit and vitamin k1].",prothrombin interacts with synkavit,1,train
2055,P5155,"effects of aldosterone on water, electrolyte, and nitrogen metabolism in addison's disease.",aldosterone interacts with electrolyte,1,train
482,P3582,"a computer model of the proximal tubule of the rabbit is described in which the tubule is treated as a single cylindrical barrier to the flow of solute and water between lumen and bath, and volume absorption is assumed to be driven exclusively by hydrostatic and osmotic pressure differences across this barrier.",hydrostatic stimulates water,0,train
2715,P5815,"estrogenic and antiestrogenic effects of clomiphene, mer-25 and cn-55,945-27 on the rat uterus and vagina.",antiestrogenic interacts with mer-25,0,train
1565,P4665,down-regulation of cd27 from the t cell surface by recombinant cd27l was shown to be at least partially caused by release of soluble cd27.,cd27l inhibits cd27,1,train
1165,P4265,an effect of vitamin b12 on the biosynthesis of certain amino acids by ochromonas malhamnesis.,amino acids interacts with vitamin b12,1,train
1801,P4901,these results suggest that the elevation of plasma cbz-e levels in patients receiving carbamazepine and vpm in combination is due to inhibition of epoxide hydrolase in the liver.,cbz-e inhibits epoxide hydrolase,0,train
248,P3348,"in c57bl/ksj normal (+/+) males, conversion of dhea to androgens was the prominent feature; in db/db males, dhea feeding not only increased serum t and dht, but also serum e1 and e2 levels.",dhea interacts with dht,1,train
244,P3344,"an early response of alkaline phosphatase and bone sialoprotein genes was detected after 24 hrs of treatment, followed by a concomitant stimulation of osteocalcin and collagen i between 24 and 48 hrs, and deposition of osteoid after 72 hrs.",hrs stimulates collagen,0,train
1914,P5014,we report here that ascorbate is one agent that inactivates striatal tyrosine hydroxylase activity with an ec50 of 5.9 microm under phosphorylating conditions.,ascorbate inhibits tyrosine hydroxylase,1,train
369,P3469,"pulse-chase labeling of cells with [35s]met/cys revealed moderately reduced secretion, but a diminished deposition of fib in the ecm; this was more apparent at a longer chase time.",cys inhibits fib,0,train
2062,P5162,"that the repressor concentration is maximal at 20 c was established by measuring the rate of induced synthesis of beta-galactosidase as a function of the concentration of iptg; the relative concentrations of repressor were 1.00:3.28:0.25 at 40, 20, and 10 c, respectively.",repressor stimulates beta-galactosidase,0,train
881,P3981,"replacement for arg7, lys11, or lys13 by lys(ac) resulted in both decreased affinity and selectivity for kappa receptors.",lys inhibits kappa receptors,1,train
301,P3401,igf-i and igf-ii receptors bound both igf-i and igf-ii.,igf-i interacts with igf-ii,0,train
1983,P5083,"the comparative study on the effects of chloramphenicol, erythromycin and lincomycin on polylysine synthesis in an escherichia coli cell-free system.",chloramphenicol interacts with polylysine,1,train
1271,P4371,"the mucoid coat stained positively with alcian blue at ph 1.0 and 2.5, with alcian blue at ph 0.2 after performic acid oxidation, and with pas which was amylase resistant.",amylase interacts with performic acid,0,train
2921,P6021,effect of reserpine on prolactin content of rabbit pituitary.,reserpine interacts with prolactin,1,train
2852,P5952,"1-benzyl-2-methyl-5-methoxytryptamine has been reported, on the basis of indirect evidence, to inhibit monoamine oxidase.",methoxytryptamine inhibits monoamine oxidase,1,train
2298,P5398,inhibitory effect of protamine on action of intravenous thromboplastin in dogs.,thromboplastin inhibits protamine,0,train
2748,P5848,"[some properties of thermolabile trypsin, plasmin and kallikrein inhibitor from rabbit blood serum].",plasmin inhibits kallikrein,0,train
655,P3755,"the amounts of drug bound to the nuclei at the steady state, cn and at the equilibrium state, cn, once the membrane has been solubilized with triton x-100, have been determined as a function of the ph outside the cells (phe): cn increased and cn decreased as phe increased.",triton x-100 inhibits phe,0,train
1276,P4376,the synthesis of homoserine dehydrogenase was controlled by threonine and methionine.,threonine interacts with homoserine dehydrogenase,1,train
2879,P5979,"effect of epinephrine, antihistaminics and adrenergic blockade on egg white edema in adrenal insufficient rats.",antihistaminics interacts with epinephrine,0,train
2197,P5297,factors controlling the inhibition by sulfonamides of carboxylases.,sulfonamides inhibits carboxylases,1,train
701,P3801,these studies suggest that intact proteinase function is required for o2- generation and that this step follows the calcium influx in the activation sequence induced by fmlp.,fmlp stimulates proteinase,0,train
1041,P4141,the interaction of 17 monoamine oxidase inhibitory drugs (propargylamine derivatives) with amino acids was studied by charge-transfer chromatography.,amino acids interacts with drugs,1,train
225,P3325,"the diet with 36% calories as ethanol significantly increased the activity of cytosolic spermidine/spermine n1-acetyltransferase, the rate-limiting enzyme in polyamine interconversion.",ethanol stimulates spermidine/spermine n1-acetyltransferase,1,train
917,P4017,their immunoglobulin production was studied following 6 days of culture stimulated by pokeweed mitogen in a reverse hemolytic plaque assay.,pokeweed mitogen stimulates immunoglobulin,0,train
1999,P5099,"1964.-during the oxidation of fumarate or l-malate by whole cells or extracts of acetobacter xylinum grown on succinate, a keto acid accumulated in the medium in considerable amounts.",keto acid interacts with fumarate,0,train
709,P3809,this study presents rather direct evidence in favour of l-aspartate as being a very selective nmda receptor agonist in the cerebellum.,l-aspartate stimulates nmda receptor,1,train
2070,P5170,the effect of combined antibiotics on the in vitro emergence of staphylococci resistant to novobiocin.,novobiocin interacts with combined antibiotics,0,train
1268,P4368,prolactin regulation of casein gene expression: possible mediators.,prolactin interacts with casein,1,train
1343,P4443,"during the course of the 2' -hydroxylase and 7-hydroxylase reactions, alpha-ketoglutarate was decarboxylated to form succinate and co2 so that the ratio of hydroxylated nucleoside or pyrimidine to co2 was 1:1.5-hydroxymethyluracil and 5-formyluracil also stimulated the decarboxylation of alpha-ketoglutarate and thus appeared to undergo 7-hydroxylase reactions.",5-formyluracil stimulates alpha-ketoglutarate,0,train
2481,P5581,"effects of growth hormone and corticotropin on metabolism of n15 from glycine, l-alanine, and ammonium citrate.",ammonium citrate interacts with corticotropin,1,train
907,P4007,currently we observed a significant synergism between vitamin b 12 and phenobarbital in acceleration of drug metabolizing enzymes in rats.,vitamin b 12 interacts with drug,0,train
916,P4016,"determination of brain gaba metabolism in the gerbils indicated that reduction of gaba synthesis may be responsible, at least in part, for development of tolerance to the anticonvulsant effects of aoaa and gag.",gag interacts with gaba,1,train
2504,P5604,[the influence of adrenal cortex hormones on the movements of electrolytes in the organism].,electrolytes interacts with adrenal cortex hormones,1,train
1416,P4516,these results demonstrate a rapamycin-sensitive il-2-dependent signaling pathway in t cells and suggest that the immunosuppressive properties of rapamycin are mediated by impinging on the il-2-induced t cell expression of p34cdc2.,rapamycin stimulates p34cdc2,0,train
2126,P5226,"some effects of 1, 3-bis(2-chloroethyl)-1-nitrosourea upon the synthesis of protein and nucleic acids in vivo and in vitro.",bis interacts with protein,1,train
2093,P5193,effect of testosterone on beta glycosidases in rooster comb and wattles.,testosterone interacts with glycosidases,1,train
1887,P4987,"consistent with these binding data, both dhx and prdhx inhibited forskolin-stimulated camp synthesis in striatum with a potency and intrinsic activity equivalent to that of quinpirole.",prdhx inhibits camp,1,train
855,P3955,"calcitonin inhibited pth-stimulated resorption, but had no effect on pth stimulation of igf-i and igf-ii release, suggesting that pth effects on igf-i and igf-ii release were not dependent on resorption.",calcitonin stimulates igf-i,0,train
477,P3577,"the purpose of the present study was to determine whether the combined administration of superoxide dismutase (sod) and catalase (cat) or efforts to maintain the glutathione redox pathways with sulfhydryl agents could improve na+ imbalance, reduce ca2+ overload, and enhance recovery of function and metabolites upon reperfusion in isolated ischemic rat hearts, presumably by scavenging oxygen free radicals.",superoxide dismutase inhibits ca2,0,train
